Month_Year,Region,Photo,lp_dol,lp_code,ml_num,type_own1_out,tot_area,tot_areacd,lsc,addr,apt_num,municipality,zip,PropertyDetail,ListNum,latitude,longitude,class,br,bath_tot,province,style,City,Tax_Rate
2020-04,Halton,,938000.0,,O4697325,Detached,,,Sld,2405 Belyea St,,Oakville,L6L -1P,,,43.397262,-79.713398,Free,3.0,2.0,,Bungalow,Oakville,0.70997%
2020-04,Halton,,825000.0,,O4726627,Detached,,,Sld,15 Head St,,Oakville,L6K 1L3,,,43.442676,-79.674944,Free,3.0,2.0,,1 1/2 Storey,Oakville,0.70997%
2020-04,Halton,,929900.0,,O4729553,Detached,,,Sld,567 Stonecliffe Rd,,Oakville,L6L 4N8,,,43.4256996,-79.7060029,Free,3.0,2.0,,Bungalow,Oakville,0.70997%
2020-04,Halton,,1538888.0,,O4737072,Detached,,,Sld,1141 Windrush Dr,,Oakville,L6M 1S9,,,43.439589,-79.732376,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,799900.0,,O4737859,Semi-Detached,,,Sld,1107 Gable Dr,,Oakville,L6J 7R3,,,43.493089,-79.655287,Free,3.0,2.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,799500.0,,O4742596,Detached,,,Sld,1300 Odessa Cres,,Oakville,L6H 1R8,,,43.455939,-79.708041,Free,3.0,2.0,,Other,Oakville,0.70997%
2020-04,Halton,,1084900.0,,O4746075,Detached,,,Sld,1364 Bramblewood,,Oakville,L6M 2R5,,,43.440692,-79.736433,Free,3.0,3.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,2699000.0,,W4612840,Detached,,,Sld,27 Reynolds St,,Oakville,L6J3J7,,,43.4466888,-79.6626874,Free,3.0,4.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,2099000.0,,W4629253,Detached,,,Sld,170 Wilder Dr,,Oakville,L6L5G3,,,43.4200375,-79.6872477,Free,4.0,3.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,2790000.0,,W4639421,Detached,,,Sld,432 Jeanette Dr,,Oakville,L6K 1M5,,,43.4324449,-79.6879427,Free,4.0,6.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,1599000.0,,W4700910,Detached,,,Sld,1373 Chalfield Dr,,Oakville,L6J6R6,,,43.5023598,-79.6640906,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,999900.0,,W4706517,Semi-Detached,,,Sld,561 Stream Cres,,Oakville,L6M4K6,,,43.4767525,-79.7601477,Free,4.0,3.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,1229000.0,,W4706955,Detached,,,Sld,3206 Victoria St,,Oakville,L6L5R2,,,43.3858239,-79.7177051,Free,4.0,3.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,2228000.0,,W4709212,Detached,,,Sld,271 Jennings Cres,,Oakville,L6L1W3,,,43.4007487,-79.7152206,Free,4.0,5.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,1149900.0,,W4710373,Detached,,,Sld,3276 Skipton Lane,,Oakville,L6M 0K2,,,43.425901,-79.7800089,Free,2.0,3.0,,Bungalow-Raised,Oakville,0.70997%
2020-04,Halton,,1949900.0,,W4713199,Detached,,,Sld,3199 Ribble Cres,,Oakville,L6M0B1,,,43.42028,-79.7707837,Free,4.0,5.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,1599900.0,,W4713512,Detached,,,Sld,2182 Galloway Dr,,Oakville,L6H6T4,,,43.4909186,-79.6960308,Free,5.0,4.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,1499000.0,,W4715119,Detached,,,Sld,3225 Saltaire Cres,,Oakville,L6M 0K8,,,43.4264382,-79.7823619,Free,5.0,4.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,1625000.0,,W4715136,Detached,,,Sld,1491 Parish Lane,,Oakville,L6M2Z6,,,43.4329214,-79.7462747,Free,5.0,5.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,995000.0,,W4715220,Semi-Detached,,,Sld,491 Sixteen Mile Dr,,Oakville,L6M 4L6,,,43.46956,-79.7450942,Free,3.0,3.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,1489888.0,,W4719136,Detached,,,Sld,1076 Mayfair Rd,,Oakville,L6M1G7,,,43.4386757,-79.7145277,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,1599000.0,,W4719198,Detached,,,Sld,2916 Kingsway Dr,,Oakville,L6J6R2,,,43.5029082,-79.6612842,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,969000.0,,W4719869,Detached,,,Sld,2070 Saxon Rd,,Oakville,L6L2V2,,,43.41524319,-79.71707847,Free,4.0,2.0,,Sidesplit 3,Oakville,0.70997%
2020-04,Halton,,1299900.0,,W4723088,Detached,,,Sld,1502 Sandpiper Rd,,Oakville,L6M3R5,,,43.4407038,-79.7437973,Free,4.0,3.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,1349900.0,,W4723724,Detached,,,Sld,1344 Saddler Circ,,Oakville,L6M2X6,,,43.42909506,-79.74006699,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,1459000.0,,W4724887,Detached,,,Sld,2138 Devonshire Cres,,Oakville,L6M 0G2,,,43.42972709,-79.75325006,Free,4.0,5.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,1648000.0,,W4727749,Detached,,,Sld,1303 Heathfield Cres,,Oakville,L6M1T2,,,43.4411043,-79.7316843,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,1050000.0,,W4727789,Detached,,,Sld,459 Willis Dr,,Oakville,L6L 4V6,,,43.4259684,-79.6994201,Free,3.0,2.0,,Bungalow,Oakville,0.70997%
2020-04,Halton,,2249000.0,,W4728531,Detached,,,Sld,343 Watson Ave,,Oakville,L6J3V5,,,43.4565921,-79.6712381,Free,5.0,5.0,,2 1/2 Storey,Oakville,0.70997%
2020-04,Halton,,1649000.0,,W4729503,Detached,,,Sld,2221 Canonridge Circ,,Oakville,L6M4T9,,,43.4314272,-79.7606874,Free,4.0,5.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,1100000.0,,W4729753,Detached,,,Sld,2020 Elm Rd,,Oakville,L6H3K8,,,43.4648486,-79.7145934,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,959900.0,,W4729911,Detached,,,Sld,2391 Ventura Dr,,Oakville,L6L2H5,,,43.4032648,-79.7157811,Free,3.0,2.0,,Sidesplit 4,Oakville,0.70997%
2020-04,Halton,,909900.0,,W4730272,Detached,,,Sld,2156 Village Squire Lane,,Oakville,L6M3W8,,,43.4379645,-79.7517728,Free,3.0,4.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,1649000.0,,W4730809,Detached,,,Sld,2265 Bethnal Green Rd,,Oakville,L6J5J8,,,43.4790515,-79.6404523,Free,4.0,3.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,995000.0,,W4731213,Detached,,,Sld,277 Mississaga St,,Oakville,L6L 6J8,,,43.3920872,-79.723446,Free,3.0,4.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,1398000.0,,W4731218,Detached,,,Sld,1246 Rosethorne Rd,,Oakville,L6M1H6,,,43.4365006,-79.7223943,Free,4.0,4.0,,2 1/2 Storey,Oakville,0.70997%
2020-04,Halton,,1599900.0,,W4731392,Detached,,,Sld,1208 Old Colony Rd,,Oakville,L6M1J8,,,43.4361472,-79.7238493,Free,4.0,3.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,910000.0,,W4732312,Detached,,,Sld,532 Warminster Dr,,Oakville,L6L4N5,,,43.4236578,-79.7060906,Free,3.0,2.0,,Bungalow,Oakville,0.70997%
2020-04,Halton,,999900.0,,W4732660,Detached,,,Sld,535 Tipperton Cres,,Oakville,L6L5E1,,,43.4030781,-79.7247826,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,1849000.0,,W4734694,Detached,,,Sld,292 Beechfield Rd,,Oakville,L6J5H7,,,43.4771449,-79.6454956,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,2599000.0,,W4734840,Detached,,,Sld,486 Patricia Dr,,Oakville,L6K1M1,,,43.4310864,-79.689712,Free,4.0,5.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,828000.0,,W4735822,Semi-Detached,,,Sld,2185 Shorncliffe Blvd,,Oakville,L6M3X2,,,43.4379678,-79.753777,Free,3.0,3.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,1699000.0,,W4735927,Detached,,,Sld,329 Claremont Cres,,Oakville,L6J6J9,,,43.4848958,-79.6408842,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,2900000.0,,W4736023,Detached,,,Sld,64 Cox Dr,,Oakville,L6J4P9,,,43.4641301,-79.645966,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,789900.0,,W4737058,Detached,,,Sld,101 Osborne Cres,,Oakville,L6H 1G2,,,43.4573386,-79.7055743,Free,3.0,3.0,,Bungalow,Oakville,0.70997%
2020-04,Halton,,849000.0,,W4737310,Detached,,,Sld,1259 Montclair Dr,,Oakville,L6H1Z3,,,43.4624098,-79.698376,Free,3.0,2.0,,Bungalow-Raised,Oakville,0.70997%
2020-04,Halton,,1289000.0,,W4737346,Detached,,,Sld,90 Spring Azure Cres,,Oakville,L6L6V8,,,43.3780305,-79.7191732,Free,4.0,3.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,1125000.0,,W4737838,Detached,,,Sld,1194 Lambeth Rd,,Oakville,L6H2C8,,,43.4697716,-79.6869687,Free,4.0,3.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,799900.0,,W4737857,Semi-Detached,,,Sld,1107 Gable Dr W,,Oakville,L6J7R3,,,43.4931474,-79.655276,Free,3.0,2.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,925000.0,,W4738649,Detached,,,Sld,1215 Kensington Park,,Oakville,L6M 2G8,,,43.4724921,-79.6848459,Free,3.0,3.0,,Bungalow,Oakville,0.70997%
2020-04,Halton,,999900.0,,W4738727,Detached,,,Sld,2371 Fundy Dr,,Oakville,L6M4T6,,,43.4303663,-79.7580153,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,1247777.0,,W4738942,Detached,,,Sld,1012 Glenashton Dr,,Oakville,L6H4B8,,,43.4858455,-79.7014444,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,1249900.0,,W4739361,Detached,,,Sld,478 Brookmill Rd,,Oakville,L6J5K5,,,43.4830801,-79.6497205,Free,4.0,3.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,1998000.0,,W4740049,Detached,,,Sld,1316 Hillview Cres,,Oakville,L6H2C7,,,43.4724675,-79.6914498,Free,3.0,4.0,,Bungalow-Raised,Oakville,0.70997%
2020-04,Halton,,1399000.0,,W4740482,Detached,,,Sld,1264 Kestell Blvd,,Oakville,L6H0B3,,,43.496406,-79.7028607,Free,4.0,3.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,997777.0,,W4741035,Detached,,,Sld,1352 Summerhill Cres,,Oakville,L6H6E3,,,43.4898634,-79.6861799,Free,2.0,2.0,,Bungalow,Oakville,0.70997%
2020-04,Halton,,1199000.0,,W4742968,Detached,,,Sld,1113 Grandeur Cres,,Oakville,L6H4B4,,,43.485435,-79.6988774,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,1084900.0,,W4746060,Detached,,,Sld,1364 Bramblewood Green,,Oakville,L6M 2R5,,,43.4406753,-79.7364166,Free,3.0,3.0,,2-Storey,Oakville,0.70997%
2020-04,Halton,,1148800.0,,W4747374,Detached,,,Sld,2366 Woodstock Tr,,Oakville,L6M5G5,,,43.446689,-79.7613445,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,2199900.0,,O4707845,Detached,,,Sld,2366 Rebecca St,,Oakville,L6L 2A9,,,43.40083,-79.716483,Free,4.0,6.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,999999.0,,O4714383,Semi-Detached,,,Sld,2447 Sovereign St,,Oakville,L6L 1M1,,,0.0,0.0,Free,2.0,4.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1749000.0,,O4728433,Detached,,,Sld,1364 Monks,,Oakville,L6M 1J5,,,43.446175,-79.724758,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1369000.0,,O4748944,Detached,,,Sld,1416 Derby County Cres,,Oakville,L6M 4N8,,,43.446233,-79.753716,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1389900.0,,O4764154,Detached,,,Sld,1423 Liverpool St,,Oakville,L6M 4N7,,,43.447025,-79.750671,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,4950000.0,,W4676628,Detached,,,Sld,1234 Donlea Cres,,Oakville,L6J 1V7,,,43.4627112,-79.6550129,Free,4.0,8.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1375000.0,,W4696063,Detached,,,Sld,42 Burnet St,,Oakville,L6K 1B7,,,43.4400369,-79.6719367,Free,2.0,2.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,2398000.0,,W4696076,Detached,,,Sld,1028 Valley Crest Circ,,Oakville,L6H6W8,,,43.4606249,-79.7405571,Free,4.0,5.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1750000.0,,W4696322,Detached,,,Sld,168 Allan St,,Oakville,L6J3N7,,,43.4505775,-79.6672417,Free,3.0,3.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1349000.0,,W4698743,Detached,,,Sld,3327 Raspberry Bush Tr,,Oakville,L6L6V6,,,43.3830849,-79.7278282,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1298000.0,,W4699841,Detached,,,Sld,2063 Salvator Blvd,,Oakville,L6L1M9,,,43.4051864,-79.703213,Free,3.0,2.0,,Sidesplit 4,Oakville,0.70997%
2020-05,Halton,,1299000.0,,W4712077,Detached,,,Sld,176 Oliver Pl,,Oakville,L6H 1K8,,,43.4597709,-79.7144425,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1599990.0,,W4719280,Detached,,,Sld,311 Spruce St,,Oakville,L6J2G9,,,43.4550032,-79.6763346,Free,3.0,3.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1498000.0,,W4719366,Detached,,,Sld,341 Admiral Dr,,Oakville,L6L0B9,,,43.3847985,-79.7253304,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,959500.0,,W4719802,Detached,,,Sld,2460 Rebecca St,,Oakville,L6L 2B2,,,43.3982243,-79.7191513,Free,2.0,2.0,,Bungalow,Oakville,0.70997%
2020-05,Halton,,1099900.0,,W4720662,Detached,,,Sld,1234 Landfair Cres,,Oakville,L6H2N3,,,43.4789665,-79.6793935,Free,3.0,3.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1088000.0,,W4721234,Detached,,,Sld,2129 Bridge Rd,,Oakville,L6L2E8,,,43.4120501,-79.7170396,Free,4.0,3.0,,Sidesplit 4,Oakville,0.70997%
2020-05,Halton,,1289000.0,,W4721589,Detached,,,Sld,2361 Grand Oak Tr,,Oakville,L6M4V5,,,43.4326206,-79.765243,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,2395000.0,,W4722422,Detached,,,Sld,30 Chisholm St,,Oakville,L6K 3H4,,,43.4396937,-79.6701419,Free,3.0,4.0,,1 1/2 Storey,Oakville,0.70997%
2020-05,Halton,,888000.0,,W4725659,Semi-Detached,,,Sld,2121 Glenhampton Rd,,Oakville,L6M3W9,,,43.4393989,-79.7536347,Free,3.0,3.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1299900.0,,W4727702,Detached,,,Sld,2270 Hilltop Lane,,Oakville,L6M3M5,,,43.4536526,-79.7423315,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1275000.0,,W4727716,Detached,,,Sld,232 Nottingham Dr,,Oakville,L6H4H6,,,43.4712705,-79.7032854,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1348800.0,,W4728027,Detached,,,Sld,170 Woodhaven Park Dr,,Oakville,L6L 4K6,,,43.4123507,-79.6964911,Free,2.0,2.0,,Bungalow,Oakville,0.70997%
2020-05,Halton,,1749000.0,,W4728436,Detached,,,Sld,1364 Monks Passage,,Oakville,L6M1J5,,,43.446052,-79.7252208,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1099900.0,,W4730320,Detached,,,Sld,110 Sewell Dr,,Oakville,L6H1C5,,,43.4611771,-79.6964511,Free,3.0,2.0,,Bungalow,Oakville,0.70997%
2020-05,Halton,,1388800.0,,W4731841,Detached,,,Sld,2443 Trevor Dr,,Oakville,L6L5C4,,,43.4028652,-79.7245099,Free,4.0,3.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1295000.0,,W4732860,Detached,,,Sld,281 Richmond Rd,,Oakville,L6H3B5,,,43.457917,-79.7190637,Free,4.0,3.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1750000.0,,W4732874,Detached,,,Sld,2389 Rideau Dr,,Oakville,L6H7J8,,,43.4979304,-79.6986609,Free,4.0,5.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1025000.0,,W4733055,Detached,,,Sld,523 Tipperton Cres,,Oakville,L6L5E1,,,43.4038274,-79.7257476,Free,4.0,2.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1899000.0,,W4735382,Detached,,,Sld,270 Sandwell Dr,,Oakville,L6L4P4,,,43.4176983,-79.6967015,Free,4.0,5.0,,Sidesplit 4,Oakville,0.70997%
2020-05,Halton,,3588800.0,,W4735712,Detached,,,Sld,1292 Devon Rd,,Oakville,L6J 2L8,,,43.4684289,-79.65948,Free,4.0,7.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,2299800.0,,W4738165,Detached,,,Sld,1299 Rebecca St,,Oakville,L6L1Z3,,,43.4169941,-79.6997177,Free,4.0,6.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1419900.0,,W4738382,Detached,,,Sld,216 Beechtree Cres,,Oakville,L6L0A5,,,43.383229,-79.7310708,Free,4.0,5.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1125000.0,,W4739079,Detached,,,Sld,2156 Sixth Line,,Oakville,L6H3N1,,,43.468295,-79.7189322,Free,3.0,4.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,899000.0,,W4739175,Detached,,,Sld,2275 Briargrove Circ,,Oakville,L6M5A5,,,43.4391728,-79.7647611,Free,3.0,3.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,995000.0,,W4739861,Detached,,,Sld,218 Sunset Dr,,Oakville,L6M3M3,,,43.4035514,-79.7088081,Free,4.0,2.0,,Sidesplit 4,Oakville,0.70997%
2020-05,Halton,,1070000.0,,W4739885,Detached,,,Sld,2357 Mowat Ave,,Oakville,L6H5X3,,,43.4644918,-79.7349268,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,859000.0,,W4740224,Detached,,,Sld,2221 Wyandotte Dr,,Oakville,L6L 2T4,,,43.4103321,-79.7202337,Free,3.0,2.0,,Backsplit 3,Oakville,0.70997%
2020-05,Halton,,1388000.0,,W4740229,Detached,,,Sld,2532 Rebecca St,,Oakville,L6L6N8,,,43.3963563,-79.7214404,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1199900.0,,W4740592,Detached,,,Sld,69 Holyrood Ave,,Oakville,L6K2V4,,,43.4336933,-79.6791305,Free,3.0,2.0,,Bungalow,Oakville,0.70997%
2020-05,Halton,,1395000.0,,W4741634,Detached,,,Sld,2252 Dewsbury Dr,,Oakville,L6M0A6,,,43.4253317,-79.7728642,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,989900.0,,W4742346,Detached,,,Sld,1222 Montclair Dr,,Oakville,L6H1Z4,,,43.4610974,-79.6974555,Free,3.0,2.0,,Sidesplit 4,Oakville,0.70997%
2020-05,Halton,,1799800.0,,W4743127,Detached,,,Sld,2420 Ventura Dr,,Oakville,L6L2H4,,,43.4026583,-79.7178804,Free,4.0,6.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,979000.0,,W4743422,Detached,,,Sld,2474 Waterford St,,Oakville,L6L5E6,,,43.4027425,-79.7258124,Free,3.0,3.0,,Sidesplit 3,Oakville,0.70997%
2020-05,Halton,,1350000.0,,W4743427,Detached,,,Sld,1118 Falgarwood Dr,,Oakville,L6H1N9,,,43.4759176,-79.6808161,Free,3.0,3.0,,Bungalow,Oakville,0.70997%
2020-05,Halton,,959888.0,,W4743892,Detached,,,Sld,245 Bronte Rd,,Oakville,L6L3C5,,,43.3962831,-79.7183888,Free,2.0,1.0,,1 1/2 Storey,Oakville,0.70997%
2020-05,Halton,,1399990.0,,W4746032,Detached,,,Sld,3118 Hiram Terr,,Oakville,L6M0P7,,,43.4690021,-79.7469198,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1568000.0,,W4746611,Detached,,,Sld,1083 Ambercroft Lane,,Oakville,L6M1Z6,,,43.4494017,-79.729099,Free,5.0,5.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1258800.0,,W4747404,Detached,,,Sld,133 Vogan Pl,,Oakville,L6L 6H1,,,43.3754339,-79.7257248,Free,4.0,3.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1009900.0,,W4747815,Detached,,,Sld,2538 Falkland Cres,,Oakville,L6M4Y2,,,43.4537586,-79.7496919,Free,3.0,3.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,849000.0,,W4748404,Semi-Detached,,,Sld,1490 Warbler Rd,,Oakville,L6M3Z7,,,43.4441428,-79.7512271,Free,3.0,3.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1999000.0,,W4748515,Detached,,,Sld,507 Trillium Dr,,Oakville,L6K 1T1,,,43.4336342,-79.6944746,Free,4.0,5.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,2249000.0,,W4748990,Detached,,,Sld,552 Wingrove Cres,,Oakville,L6L4R6,,,43.4257714,-79.7043231,Free,4.0,5.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1149900.0,,W4749522,Detached,,,Sld,389 Burloak Dr,,Oakville,L6L6W8,,,43.379419,-79.7343134,Free,3.0,3.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,1295000.0,,W4749715,Detached,,,Sld,431 Reynolds St,,Oakville,L6J3M5,,,43.4552826,-79.6779817,Free,3.0,4.0,,2-Storey,Oakville,0.70997%
2020-05,Halton,,729000.0,,W4749773,Detached,,,Sld,152 Westside Dr,,Oakville,L6K1P3,,,43.4410259,-79.6811034,Free,2.0,3.0,,1 1/2 Storey,Oakville,0.70997%
2020-05,Halton,,1424900.0,,W4750512,Detached,,,Sld,1324 Avon Cres,,Oakville,L6J2T7,,,43.4722578,-79.662708,Free,3.0,3.0,,Bungalow,Oakville,0.70997%
2020-05,Halton,,1437777.0,,W4751453,Detached,,,Sld,1081 Grandeur Cres,,Oakville,L6H4B4,,,43.4847877,-79.7000417,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-06,Halton,,2199000.0,,O4636553,Detached,2708.0,,Sld,39 Allan St,,Oakville,L6J 3M7,,,43.447746,-79.662445,Free,5.0,4.0,,Other,Oakville,0.70997%
2020-06,Halton,,3590000.0,,O4693054,Detached,4605.0,,Sld,414 Chartwell Rd,,Oakville,L6J 4A3,,,43.46184,-79.669662,Free,4.0,7.0,,2-Storey,Oakville,0.70997%
2020-06,Halton,,4999000.0,,O4704487,Detached,,,Sld,210 Chartwell Rd,,Oakville,L6J 3Z8,,,43.456584,-79.663205,Free,3.0,5.0,,2-Storey,Oakville,0.70997%
2020-06,Halton,,3195000.0,,O4709927,Detached,,,Sld,166 Talbot Dr,,Oakville,L6L 4C5,,,43.409221,-79.699762,Free,4.0,5.0,,2-Storey,Oakville,0.70997%
2020-06,Halton,,1080000.0,,O4721305,Detached,,,Sld,1155 Falgarwood Dr E,,Oakville,L6H 2L4,,,43.478156,-79.679071,Free,4.0,2.0,,Other,Oakville,0.70997%
2020-06,Halton,,1899000.0,,O4742354,Detached,,,Sld,2541 Kate,,Oakville,L6L 0E9,,,43.395119,-79.720173,Free,4.0,4.0,,2-Storey,Oakville,0.70997%
2020-06,Halton,,1595000.0,,O4761846,Detached,,,Sld,2073 Devon Rd,,Oakville,L6J 2N1,,,43.477945,-79.650677,Free,3.0,2.0,,Bungalow,Oakville,0.70997%
2020-06,Halton,,899000.0,,O4762230,Detached,,,Sld,133 Mccraney St W,,Oakville,L6H 1H5,,,0.0,0.0,Free,3.0,2.0,,Bungalow,Oakville,0.70997%
2020-06,Halton,,3499999.0,,O4768067,Detached,,,Sld,378 Winston Rd,,Oakville,L6L 4W5,,,43.424342,-79.696136,Free,4.0,7.0,,2-Storey,Oakville,0.70997%
2020-06,Halton,,1398800.0,,O4771103,Detached,,,Sld,2008 Schoolmaster Circ,,Oakville,L6M 3A1,,,43.432052,-79.737973,Free,5.0,4.0,,2-Storey,Oakville,0.70997%
2020-06,Halton,,899000.0,,O4775371,Detached,,,Sld,452 Stanfield Dr,,Oakville,L6L 3P9,,,43.409368,-79.716788,Free,3.0,2.0,,Other,Oakville,0.70997%
2020-06,Halton,,3345000.0,,O4778584,Detached,,,Sld,1394 Willowdown Rd,,Oakville,L6L 1X3,,,43.413007,-79.700069,Free,4.0,6.0,,2-Storey,Oakville,0.70997%
2020-06,Halton,,1100000.0,,O4778796,Detached,,,Sld,323 Sawyer Rd,,Oakville,L6L 3N6,,,43.406292,-79.713254,Free,3.0,2.0,,Other,Oakville,0.70997%
2020-06,Halton,,1449000.0,,O4783615,Detached,,,Sld,2274 Bethnal Green Rd,,Oakville,L6J 5J9,,,43.478003,-79.64002,Free,4.0,3.0,,2-Storey,Oakville,0.70997%
2020-06,Halton,,929900.0,,O4786981,Detached,,,Sld,3255 Ulman Rd,,Oakville,L6L 5S9,,,43.385718,-79.720775,Free,3.0,3.0,,2-Storey,Oakville,0.70997%
2020-06,Halton,,1399999.0,,O4789329,Detached,,,Sld,502 Anthony Dr,,Oakville,L6J 2K5,,,43.460045,-79.670307,Free,4.0,2.0,,Other,Oakville,0.70997%
2020-06,Halton,,989900.0,,O4791763,Detached,,,Sld,2413 Falkland Cres,,Oakville,L6M 4Y3,,,0.0,0.0,Free,3.0,3.0,,2-Storey,Oakville,0.70997%
2020-06,Halton,,999999.0,,O4797966,Detached,,,Sld,1180 Queens Avenue Ave,,Oakville,L6H 2B5,,,43.462466,-79.693588,Free,2.0,2.0,,Bungalow,Oakville,0.70997%
2020-06,Halton,,1749000.0,,O4798316,Detached,,,Sld,105 Livno,,Oakville,L6L 1H1,,,43.401071,-79.70518,Free,4.0,5.0,,2-Storey,Oakville,0.70997%
2020-06,Halton,,2168000.0,,O4800067,Detached,,,Sld,2152 Heathcliff Crt,,Oakville,L6M 0A5,,,43.4239096,-79.7687942,Free,4.0,5.0,,2-Storey,Oakville,0.70997%
2020-06,Halton,,1069000.0,,O4800101,Detached,,,Sld,3136 Victoria St,,Oakville,L6L 1K2,,,0.0,0.0,Free,3.0,2.0,,Bungalow-Raised,Oakville,0.70997%
